File name: 1000-10-50
Result: 211027
Gen 1: 386011
Gen 2: 383018
Gen 3: 383018
Gen 4: 371018
Gen 5: 371018
Gen 6: 360011
Gen 7: 351011
Gen 8: 351011
Gen 9: 347017
Gen 10: 340020
Gen 11: 338020
Gen 12: 338020
Gen 13: 338020
Gen 14: 338020
Gen 15: 326018
Gen 16: 326018
Gen 17: 326018
Gen 18: 326018
Gen 19: 326018
Gen 20: 326018
Gen 21: 326018
Gen 22: 322018
Gen 23: 311019
Gen 24: 311019
Gen 25: 311019
Gen 26: 311019
Gen 27: 311019
Gen 28: 309025
Gen 29: 302019
Gen 30: 299020
Gen 31: 299020
Gen 32: 299020
Gen 33: 299020
Gen 34: 299020
Gen 35: 290025
Gen 36: 290025
Gen 37: 286020
Gen 38: 286020
Gen 39: 286020
Gen 40: 286020
Gen 41: 277020
Gen 42: 277020
Gen 43: 277020
Gen 44: 277020
Gen 45: 274027
Gen 46: 272027
Gen 47: 269018
Gen 48: 263020
Gen 49: 263020
Gen 50: 263020
Gen 51: 263020
Gen 52: 263020
Gen 53: 260025
Gen 54: 260025
Gen 55: 260025
Gen 56: 260025
Gen 57: 258020
Gen 58: 258020
Gen 59: 258020
Gen 60: 258020
Gen 61: 252027
Gen 62: 252027
Gen 63: 252027
Gen 64: 251027
Gen 65: 251025
Gen 66: 251025
Gen 67: 251025
Gen 68: 248027
Gen 69: 244027
Gen 70: 244027
Gen 71: 242027
Gen 72: 242027
Gen 73: 242027
Gen 74: 240027
Gen 75: 240027
Gen 76: 240027
Gen 77: 240027
Gen 78: 239027
Gen 79: 237027
Gen 80: 237027
Gen 81: 237027
Gen 82: 237027
Gen 83: 234027
Gen 84: 234027
Gen 85: 234027
Gen 86: 234027
Gen 87: 233027
Gen 88: 233027
Gen 89: 233027
Gen 90: 233027
Gen 91: 231027
Gen 92: 230027
Gen 93: 230027
Gen 94: 230027
Gen 95: 230027
Gen 96: 230027
Gen 97: 229027
Gen 98: 229027
Gen 99: 229027
Gen 100: 228027
Gen 101: 228027
Gen 102: 226027
Gen 103: 226027
Gen 104: 226027
Gen 105: 226027
Gen 106: 226027
Gen 107: 226027
Gen 108: 226027
Gen 109: 226027
Gen 110: 224027
Gen 111: 224027
Gen 112: 224027
Gen 113: 224027
Gen 114: 224027
Gen 115: 224027
Gen 116: 224027
Gen 117: 222027
Gen 118: 222027
Gen 119: 222027
Gen 120: 222027
Gen 121: 219027
Gen 122: 219027
Gen 123: 217027
Gen 124: 217027
Gen 125: 217027
Gen 126: 217027
Gen 127: 217027
Gen 128: 215027
Gen 129: 215027
Gen 130: 215027
Gen 131: 215027
Gen 132: 215027
Gen 133: 215027
Gen 134: 215027
Gen 135: 215027
Gen 136: 215027
Gen 137: 215027
Gen 138: 215027
Gen 139: 215027
Gen 140: 215027
Gen 141: 213027
Gen 142: 213027
Gen 143: 213027
Gen 144: 213027
Gen 145: 213027
Gen 146: 213027
Gen 147: 213027
Gen 148: 213027
Gen 149: 213027
Gen 150: 213027
Gen 151: 213027
Gen 152: 213027
Gen 153: 211027
Gen 154: 211027
Gen 155: 211027
Gen 156: 211027
Gen 157: 211027
Gen 158: 211027
Gen 159: 211027
Gen 160: 211027
Gen 161: 211027
Gen 162: 211027
Gen 163: 211027
Gen 164: 211027
Gen 165: 211027
Gen 166: 211027
Gen 167: 211027
Gen 168: 211027
Gen 169: 211027
Gen 170: 211027
Gen 171: 211027
Gen 172: 211027
Gen 173: 211027
Gen 174: 211027
Gen 175: 211027
Gen 176: 211027
Gen 177: 211027
Gen 178: 211027
Gen 179: 211027
Gen 180: 211027
Gen 181: 211027
Gen 182: 211027
Gen 183: 211027
Gen 184: 211027
Gen 185: 211027
Gen 186: 211027
Gen 187: 211027
Gen 188: 211027
Gen 189: 211027
Gen 190: 211027
Gen 191: 211027
Gen 192: 211027
Gen 193: 211027
Gen 194: 211027
Gen 195: 211027
Gen 196: 211027
Gen 197: 211027
Gen 198: 211027
Gen 199: 211027
Gen 200: 211027
Gen 201: 211027
Gen 202: 211027
Gen 203: 211027
Gen 204: 211027
Gen 205: 211027
Gen 206: 211027
Gen 207: 211027
Gen 208: 211027
Gen 209: 211027
Gen 210: 211027
Gen 211: 211027
Gen 212: 211027
Gen 213: 211027
Gen 214: 211027
Gen 215: 211027
Gen 216: 211027
Gen 217: 211027
Gen 218: 211027
Gen 219: 211027
Gen 220: 211027
Gen 221: 211027
Gen 222: 211027
Gen 223: 211027
Gen 224: 211027
Gen 225: 211027
Gen 226: 211027
Gen 227: 211027
Gen 228: 211027
Gen 229: 211027
Gen 230: 211027
Gen 231: 211027
Gen 232: 211027
Gen 233: 211027
Gen 234: 211027
Gen 235: 211027
Gen 236: 211027
Gen 237: 211027
Gen 238: 211027
Gen 239: 211027
Gen 240: 211027
Gen 241: 211027
Gen 242: 211027
Gen 243: 211027
Gen 244: 211027
Gen 245: 211027
Gen 246: 211027
Gen 247: 211027
Gen 248: 211027
Gen 249: 211027
Gen 250: 211027
Gen 251: 211027
Gen 252: 211027
Gen 253: 211027
Gen 254: 211027
Gen 255: 211027
Gen 256: 211027
Gen 257: 211027
