File name: 50-40-75
Result: 2
Gen 1: 21
Gen 2: 13
Gen 3: 9
Gen 4: 9
Gen 5: 9
Gen 6: 9
Gen 7: 9
Gen 8: 8
Gen 9: 8
Gen 10: 8
Gen 11: 8
Gen 12: 8
Gen 13: 7
Gen 14: 7
Gen 15: 7
Gen 16: 7
Gen 17: 7
Gen 18: 7
Gen 19: 7
Gen 20: 7
Gen 21: 7
Gen 22: 7
Gen 23: 7
Gen 24: 7
Gen 25: 6
Gen 26: 6
Gen 27: 6
Gen 28: 6
Gen 29: 6
Gen 30: 6
Gen 31: 6
Gen 32: 5
Gen 33: 5
Gen 34: 5
Gen 35: 5
Gen 36: 5
Gen 37: 5
Gen 38: 5
Gen 39: 5
Gen 40: 5
Gen 41: 5
Gen 42: 5
Gen 43: 5
Gen 44: 5
Gen 45: 5
Gen 46: 5
Gen 47: 5
Gen 48: 5
Gen 49: 5
Gen 50: 5
Gen 51: 5
Gen 52: 5
Gen 53: 5
Gen 54: 5
Gen 55: 5
Gen 56: 5
Gen 57: 5
Gen 58: 5
Gen 59: 5
Gen 60: 5
Gen 61: 5
Gen 62: 5
Gen 63: 5
Gen 64: 5
Gen 65: 5
Gen 66: 5
Gen 67: 5
Gen 68: 5
Gen 69: 5
Gen 70: 5
Gen 71: 5
Gen 72: 5
Gen 73: 5
Gen 74: 5
Gen 75: 5
Gen 76: 5
Gen 77: 5
Gen 78: 5
Gen 79: 5
Gen 80: 5
Gen 81: 5
Gen 82: 5
Gen 83: 5
Gen 84: 5
Gen 85: 5
Gen 86: 5
Gen 87: 5
Gen 88: 5
Gen 89: 5
Gen 90: 5
Gen 91: 5
Gen 92: 5
Gen 93: 5
Gen 94: 5
Gen 95: 5
Gen 96: 5
Gen 97: 5
Gen 98: 5
Gen 99: 5
Gen 100: 5
Gen 101: 5
Gen 102: 5
Gen 103: 5
Gen 104: 5
Gen 105: 5
Gen 106: 5
Gen 107: 5
Gen 108: 5
Gen 109: 5
Gen 110: 5
Gen 111: 5
Gen 112: 4
Gen 113: 4
Gen 114: 2
Gen 115: 2
Gen 116: 2
Gen 117: 2
Gen 118: 2
Gen 119: 2
Gen 120: 2
Gen 121: 2
Gen 122: 2
Gen 123: 2
Gen 124: 2
Gen 125: 2
Gen 126: 2
Gen 127: 2
Gen 128: 2
Gen 129: 2
Gen 130: 2
Gen 131: 2
Gen 132: 2
Gen 133: 2
Gen 134: 2
Gen 135: 2
Gen 136: 2
Gen 137: 2
Gen 138: 2
Gen 139: 2
Gen 140: 2
Gen 141: 2
Gen 142: 2
Gen 143: 2
Gen 144: 2
Gen 145: 2
Gen 146: 2
Gen 147: 2
Gen 148: 2
Gen 149: 2
Gen 150: 2
Gen 151: 2
Gen 152: 2
Gen 153: 2
Gen 154: 2
Gen 155: 2
Gen 156: 2
Gen 157: 2
Gen 158: 2
Gen 159: 2
Gen 160: 2
Gen 161: 2
Gen 162: 2
Gen 163: 2
Gen 164: 2
Gen 165: 2
Gen 166: 2
Gen 167: 2
Gen 168: 2
Gen 169: 2
Gen 170: 2
Gen 171: 2
Gen 172: 2
Gen 173: 2
Gen 174: 2
Gen 175: 2
Gen 176: 2
Gen 177: 2
Gen 178: 2
Gen 179: 2
Gen 180: 2
Gen 181: 2
Gen 182: 2
Gen 183: 2
Gen 184: 2
Gen 185: 2
Gen 186: 2
Gen 187: 2
Gen 188: 2
Gen 189: 2
Gen 190: 2
Gen 191: 2
Gen 192: 2
Gen 193: 2
Gen 194: 2
Gen 195: 2
Gen 196: 2
Gen 197: 2
Gen 198: 2
Gen 199: 2
Gen 200: 2
Gen 201: 2
Gen 202: 2
Gen 203: 2
Gen 204: 2
Gen 205: 2
Gen 206: 2
Gen 207: 2
Gen 208: 2
Gen 209: 2
Gen 210: 2
Gen 211: 2
Gen 212: 2
Gen 213: 2
Gen 214: 2
Gen 215: 2
Gen 216: 2
Gen 217: 2
Gen 218: 2
Gen 219: 2
Gen 220: 2
Gen 221: 2
Gen 222: 2
Gen 223: 2
Gen 224: 2
Gen 225: 2
Gen 226: 2
Gen 227: 2
Gen 228: 2
Gen 229: 2
Gen 230: 2
Gen 231: 2
Gen 232: 2
Gen 233: 2
Gen 234: 2
Gen 235: 2
Gen 236: 2
Gen 237: 2
Gen 238: 2
Gen 239: 2
Gen 240: 2
Gen 241: 2
Gen 242: 2
Gen 243: 2
Gen 244: 2
Gen 245: 2
Gen 246: 2
Gen 247: 2
Gen 248: 2
Gen 249: 2
Gen 250: 2
Gen 251: 2
Gen 252: 2
Gen 253: 2
Gen 254: 2
Gen 255: 2
Gen 256: 2
Gen 257: 2
Gen 258: 2
Gen 259: 2
Gen 260: 2
Gen 261: 2
Gen 262: 2
Gen 263: 2
Gen 264: 2
Gen 265: 2
Gen 266: 2
Gen 267: 2
Gen 268: 2
Gen 269: 2
Gen 270: 2
Gen 271: 2
Gen 272: 2
Gen 273: 2
Gen 274: 2
Gen 275: 2
Gen 276: 2
Gen 277: 2
Gen 278: 2
Gen 279: 2
Gen 280: 2
Gen 281: 2
Gen 282: 2
Gen 283: 2
Gen 284: 2
Gen 285: 2
Gen 286: 2
Gen 287: 2
Gen 288: 2
Gen 289: 2
Gen 290: 2
Gen 291: 2
Gen 292: 2
Gen 293: 2
Gen 294: 2
Gen 295: 2
Gen 296: 2
Gen 297: 2
Gen 298: 2
Gen 299: 2
Gen 300: 2
Gen 301: 2
Gen 302: 2
Gen 303: 2
Gen 304: 2
Gen 305: 2
Gen 306: 2
Gen 307: 2
Gen 308: 2
Gen 309: 2
Gen 310: 2
Gen 311: 2
Gen 312: 2
Gen 313: 2
Gen 314: 2
Gen 315: 2
Gen 316: 2
Gen 317: 2
Gen 318: 2
Gen 319: 2
Gen 320: 2
Gen 321: 2
Gen 322: 2
Gen 323: 2
Gen 324: 2
Gen 325: 2
Gen 326: 2
Gen 327: 2
Gen 328: 2
Gen 329: 2
Gen 330: 2
Gen 331: 2
Gen 332: 2
Gen 333: 2
Gen 334: 2
Gen 335: 2
Gen 336: 2
Gen 337: 2
Gen 338: 2
Gen 339: 2
Gen 340: 2
Gen 341: 2
Gen 342: 2
Gen 343: 2
Gen 344: 2
Gen 345: 2
Gen 346: 2
Gen 347: 2
Gen 348: 2
Gen 349: 2
Gen 350: 2
Gen 351: 2
Gen 352: 2
Gen 353: 2
Gen 354: 2
Gen 355: 2
Gen 356: 2
Gen 357: 2
Gen 358: 2
Gen 359: 2
Gen 360: 2
Gen 361: 2
Gen 362: 2
Gen 363: 2
Gen 364: 2
Gen 365: 2
Gen 366: 2
Gen 367: 2
Gen 368: 2
Gen 369: 2
Gen 370: 2
Gen 371: 2
Gen 372: 2
Gen 373: 2
Gen 374: 2
Gen 375: 2
Gen 376: 2
Gen 377: 2
Gen 378: 2
Gen 379: 2
Gen 380: 2
Gen 381: 2
Gen 382: 2
Gen 383: 2
Gen 384: 2
Gen 385: 2
Gen 386: 2
Gen 387: 2
Gen 388: 2
Gen 389: 2
Gen 390: 2
Gen 391: 2
Gen 392: 2
Gen 393: 2
Gen 394: 2
Gen 395: 2
Gen 396: 2
Gen 397: 2
Gen 398: 2
Gen 399: 2
Gen 400: 2
Gen 401: 2
Gen 402: 2
Gen 403: 2
Gen 404: 2
Gen 405: 2
Gen 406: 2
Gen 407: 2
Gen 408: 2
Gen 409: 2
Gen 410: 2
Gen 411: 2
Gen 412: 2
Gen 413: 2
Gen 414: 2
Gen 415: 2
Gen 416: 2
Gen 417: 2
Gen 418: 2
Gen 419: 2
Gen 420: 2
Gen 421: 2
Gen 422: 2
Gen 423: 2
Gen 424: 2
Gen 425: 2
Gen 426: 2
Gen 427: 2
Gen 428: 2
Gen 429: 2
Gen 430: 2
Gen 431: 2
Gen 432: 2
Gen 433: 2
Gen 434: 2
Gen 435: 2
Gen 436: 2
Gen 437: 2
Gen 438: 2
Gen 439: 2
Gen 440: 2
Gen 441: 2
Gen 442: 2
Gen 443: 2
Gen 444: 2
Gen 445: 2
Gen 446: 2
Gen 447: 2
Gen 448: 2
Gen 449: 2
Gen 450: 2
Gen 451: 2
Gen 452: 2
Gen 453: 2
Gen 454: 2
Gen 455: 2
Gen 456: 2
Gen 457: 2
Gen 458: 2
Gen 459: 2
Gen 460: 2
Gen 461: 2
Gen 462: 2
Gen 463: 2
Gen 464: 2
Gen 465: 2
Gen 466: 2
Gen 467: 2
Gen 468: 2
Gen 469: 2
Gen 470: 2
Gen 471: 2
Gen 472: 2
Gen 473: 2
Gen 474: 2
Gen 475: 2
Gen 476: 2
Gen 477: 2
Gen 478: 2
Gen 479: 2
Gen 480: 2
Gen 481: 2
Gen 482: 2
Gen 483: 2
Gen 484: 2
Gen 485: 2
Gen 486: 2
Gen 487: 2
Gen 488: 2
Gen 489: 2
Gen 490: 2
Gen 491: 2
Gen 492: 2
Gen 493: 2
Gen 494: 2
Gen 495: 2
Gen 496: 2
Gen 497: 2
Gen 498: 2
Gen 499: 2
Gen 500: 2
