File name: 250-20-30
Result: 33026
Gen 1: 36026
Gen 2: 36026
Gen 3: 36026
Gen 4: 36026
Gen 5: 36026
Gen 6: 36026
Gen 7: 36026
Gen 8: 36026
Gen 9: 36026
Gen 10: 36026
Gen 11: 36026
Gen 12: 36026
Gen 13: 36026
Gen 14: 36026
Gen 15: 36026
Gen 16: 36026
Gen 17: 36026
Gen 18: 36026
Gen 19: 36026
Gen 20: 36026
Gen 21: 36026
Gen 22: 36026
Gen 23: 36026
Gen 24: 36026
Gen 25: 36026
Gen 26: 36026
Gen 27: 36026
Gen 28: 36026
Gen 29: 36026
Gen 30: 36026
Gen 31: 36026
Gen 32: 36026
Gen 33: 36026
Gen 34: 36026
Gen 35: 36026
Gen 36: 36026
Gen 37: 36026
Gen 38: 36026
Gen 39: 36026
Gen 40: 36026
Gen 41: 36026
Gen 42: 36026
Gen 43: 36026
Gen 44: 36026
Gen 45: 36026
Gen 46: 36026
Gen 47: 36026
Gen 48: 36026
Gen 49: 36026
Gen 50: 36026
Gen 51: 36026
Gen 52: 36026
Gen 53: 36026
Gen 54: 36026
Gen 55: 36026
Gen 56: 36026
Gen 57: 36026
Gen 58: 36026
Gen 59: 36026
Gen 60: 36026
Gen 61: 36026
Gen 62: 36026
Gen 63: 36026
Gen 64: 36026
Gen 65: 36026
Gen 66: 36026
Gen 67: 36026
Gen 68: 36026
Gen 69: 36026
Gen 70: 36026
Gen 71: 36026
Gen 72: 36026
Gen 73: 36026
Gen 74: 36026
Gen 75: 36026
Gen 76: 36026
Gen 77: 36026
Gen 78: 36026
Gen 79: 36026
Gen 80: 36026
Gen 81: 36026
Gen 82: 36026
Gen 83: 36026
Gen 84: 36026
Gen 85: 36026
Gen 86: 36026
Gen 87: 36026
Gen 88: 36026
Gen 89: 36026
Gen 90: 36026
Gen 91: 36026
Gen 92: 36026
Gen 93: 36026
Gen 94: 36026
Gen 95: 36026
Gen 96: 36026
Gen 97: 36026
Gen 98: 36026
Gen 99: 36026
Gen 100: 36026
Gen 101: 36026
Gen 102: 36026
Gen 103: 36026
Gen 104: 36026
Gen 105: 36026
Gen 106: 36026
Gen 107: 36026
Gen 108: 36026
Gen 109: 36026
Gen 110: 36026
Gen 111: 36026
Gen 112: 36026
Gen 113: 36026
Gen 114: 36026
Gen 115: 36026
Gen 116: 36026
Gen 117: 36026
Gen 118: 36026
Gen 119: 36026
Gen 120: 36026
Gen 121: 36026
Gen 122: 36026
Gen 123: 36026
Gen 124: 36026
Gen 125: 36026
Gen 126: 36026
Gen 127: 36026
Gen 128: 36026
Gen 129: 36026
Gen 130: 36026
Gen 131: 36026
Gen 132: 36026
Gen 133: 36026
Gen 134: 36026
Gen 135: 36026
Gen 136: 36026
Gen 137: 36026
Gen 138: 36026
Gen 139: 36026
Gen 140: 36026
Gen 141: 36026
Gen 142: 36026
Gen 143: 36026
Gen 144: 36026
Gen 145: 36026
Gen 146: 36026
Gen 147: 36026
Gen 148: 36026
Gen 149: 36026
Gen 150: 36026
Gen 151: 36026
Gen 152: 36026
Gen 153: 36026
Gen 154: 36026
Gen 155: 36026
Gen 156: 36026
Gen 157: 36026
Gen 158: 36026
Gen 159: 36026
Gen 160: 36026
Gen 161: 36026
Gen 162: 36026
Gen 163: 36026
Gen 164: 36026
Gen 165: 36026
Gen 166: 36026
Gen 167: 36026
Gen 168: 36026
Gen 169: 36026
Gen 170: 36026
Gen 171: 36026
Gen 172: 36026
Gen 173: 36026
Gen 174: 36026
Gen 175: 36026
Gen 176: 36026
Gen 177: 36026
Gen 178: 36026
Gen 179: 36026
Gen 180: 36026
Gen 181: 36026
Gen 182: 36026
Gen 183: 36026
Gen 184: 36026
Gen 185: 36026
Gen 186: 36026
Gen 187: 36026
Gen 188: 36026
Gen 189: 36026
Gen 190: 36026
Gen 191: 36026
Gen 192: 36026
Gen 193: 36026
Gen 194: 36026
Gen 195: 36026
Gen 196: 36026
Gen 197: 36026
Gen 198: 36026
Gen 199: 36026
Gen 200: 36026
Gen 201: 36026
Gen 202: 36026
Gen 203: 36026
Gen 204: 36026
Gen 205: 36026
Gen 206: 36026
Gen 207: 36026
Gen 208: 36026
Gen 209: 33026
Gen 210: 33026
Gen 211: 33026
Gen 212: 33026
Gen 213: 33026
Gen 214: 33026
Gen 215: 33026
Gen 216: 33026
Gen 217: 33026
Gen 218: 33026
Gen 219: 33026
Gen 220: 33026
Gen 221: 33026
Gen 222: 33026
Gen 223: 33026
Gen 224: 33026
Gen 225: 33026
Gen 226: 33026
Gen 227: 33026
Gen 228: 33026
Gen 229: 33026
Gen 230: 33026
Gen 231: 33026
Gen 232: 33026
Gen 233: 33026
Gen 234: 33026
Gen 235: 33026
Gen 236: 33026
Gen 237: 33026
Gen 238: 33026
Gen 239: 33026
Gen 240: 33026
Gen 241: 33026
Gen 242: 33026
Gen 243: 33026
Gen 244: 33026
Gen 245: 33026
Gen 246: 33026
Gen 247: 33026
Gen 248: 33026
Gen 249: 33026
Gen 250: 33026
Gen 251: 33026
Gen 252: 33026
Gen 253: 33026
Gen 254: 33026
Gen 255: 33026
Gen 256: 33026
Gen 257: 33026
Gen 258: 33026
Gen 259: 33026
Gen 260: 33026
Gen 261: 33026
Gen 262: 33026
Gen 263: 33026
Gen 264: 33026
Gen 265: 33026
Gen 266: 33026
Gen 267: 33026
Gen 268: 33026
Gen 269: 33026
Gen 270: 33026
Gen 271: 33026
Gen 272: 33026
Gen 273: 33026
Gen 274: 33026
Gen 275: 33026
Gen 276: 33026
Gen 277: 33026
Gen 278: 33026
Gen 279: 33026
Gen 280: 33026
Gen 281: 33026
Gen 282: 33026
Gen 283: 33026
Gen 284: 33026
Gen 285: 33026
Gen 286: 33026
Gen 287: 33026
Gen 288: 33026
Gen 289: 33026
Gen 290: 33026
Gen 291: 33026
Gen 292: 33026
Gen 293: 33026
Gen 294: 33026
Gen 295: 33026
Gen 296: 33026
Gen 297: 33026
Gen 298: 33026
Gen 299: 33026
Gen 300: 33026
