File name: 1000-40-75
Result: 356077
Gen 1: 501095
Gen 2: 501095
Gen 3: 501095
Gen 4: 501095
Gen 5: 501095
Gen 6: 496085
Gen 7: 496085
Gen 8: 496085
Gen 9: 480084
Gen 10: 480084
Gen 11: 480084
Gen 12: 480084
Gen 13: 480084
Gen 14: 472086
Gen 15: 458084
Gen 16: 427083
Gen 17: 427083
Gen 18: 427083
Gen 19: 405083
Gen 20: 398083
Gen 21: 398083
Gen 22: 398083
Gen 23: 398083
Gen 24: 398083
Gen 25: 398083
Gen 26: 398083
Gen 27: 398083
Gen 28: 398083
Gen 29: 398083
Gen 30: 398083
Gen 31: 398083
Gen 32: 398083
Gen 33: 398083
Gen 34: 398083
Gen 35: 398083
Gen 36: 398083
Gen 37: 398083
Gen 38: 398083
Gen 39: 398083
Gen 40: 398083
Gen 41: 398083
Gen 42: 398083
Gen 43: 398083
Gen 44: 398083
Gen 45: 398083
Gen 46: 398083
Gen 47: 398083
Gen 48: 398083
Gen 49: 398083
Gen 50: 398083
Gen 51: 398083
Gen 52: 398083
Gen 53: 398083
Gen 54: 398083
Gen 55: 398083
Gen 56: 398083
Gen 57: 398083
Gen 58: 398083
Gen 59: 398083
Gen 60: 398083
Gen 61: 398083
Gen 62: 398083
Gen 63: 398083
Gen 64: 398083
Gen 65: 398083
Gen 66: 398083
Gen 67: 398083
Gen 68: 398083
Gen 69: 398083
Gen 70: 398083
Gen 71: 398083
Gen 72: 398083
Gen 73: 398083
Gen 74: 398083
Gen 75: 398083
Gen 76: 398083
Gen 77: 398083
Gen 78: 398083
Gen 79: 398083
Gen 80: 398083
Gen 81: 398083
Gen 82: 398083
Gen 83: 398083
Gen 84: 398083
Gen 85: 398083
Gen 86: 398083
Gen 87: 398083
Gen 88: 398083
Gen 89: 398083
Gen 90: 398083
Gen 91: 398083
Gen 92: 398083
Gen 93: 398083
Gen 94: 398083
Gen 95: 398083
Gen 96: 398083
Gen 97: 398083
Gen 98: 398083
Gen 99: 398083
Gen 100: 398083
Gen 101: 398083
Gen 102: 398083
Gen 103: 398083
Gen 104: 398083
Gen 105: 398083
Gen 106: 398083
Gen 107: 398083
Gen 108: 398083
Gen 109: 398083
Gen 110: 398083
Gen 111: 398083
Gen 112: 398083
Gen 113: 398083
Gen 114: 398083
Gen 115: 398083
Gen 116: 398083
Gen 117: 398083
Gen 118: 398083
Gen 119: 398083
Gen 120: 398083
Gen 121: 398083
Gen 122: 398083
Gen 123: 398083
Gen 124: 398083
Gen 125: 398083
Gen 126: 398083
Gen 127: 398083
Gen 128: 398083
Gen 129: 398083
Gen 130: 398083
Gen 131: 398083
Gen 132: 398083
Gen 133: 398083
Gen 134: 398083
Gen 135: 398083
Gen 136: 398083
Gen 137: 398083
Gen 138: 398083
Gen 139: 398083
Gen 140: 398083
Gen 141: 398083
Gen 142: 398083
Gen 143: 398083
Gen 144: 398083
Gen 145: 398083
Gen 146: 398083
Gen 147: 398083
Gen 148: 398083
Gen 149: 398083
Gen 150: 398083
Gen 151: 398083
Gen 152: 398083
Gen 153: 368077
Gen 154: 368077
Gen 155: 368077
Gen 156: 368077
Gen 157: 368077
